id_taller,codigo,nombre,representante,departamento_pcode,municipio_pcode,direccion,anio_fundacion,cantidad_miembros,contacto
992,TAL_GT0715_0991,Cooperativa de Producción Artesanal Almolonga de R.L. (San Pablo La Laguna),Maestro Santiago Tupul,GT07,GT0715,"Cantón El Carmen, Lote 6",1997,14,+502 4878-8525
993,TAL_GT0716_0992,Asociación de Artesanos Cholsamaj Ixchel de San Marcos La Laguna,Maestro Pedro Ixcol,GT07,GT0716,"Cantón Centro, Lote 81",2017,18,+502 4069-1710
994,TAL_GT0717_0993,Taller Familiar de Arte Tradicional Sop en San Juan La Laguna,Maestro Manuel Tupul,GT07,GT0717,"Cantón El Carmen, Lote 8",1982,24,+502 5893-9034
995,TAL_GT0718_0994,Cooperativa de Producción Artesanal Atitlan de R.L. (San Pedro La Laguna),Maestro Juana Mazariegos,GT07,GT0718,"Cantón Xabajal, Lote 47",1996,26,+502 4674-8736
996,TAL_GT0719_0995,Asociación de Artesanos Chup Iximche de Santiago Atitlán,Maestro Rosa  Fuentes,GT07,GT0719,"Cantón El Carmen, Lote 22",1990,17,+502 4695-9313
997,TAL_GT0801_0996,Taller Familiar de Arte Tradicional Patzun en Totonicapán,Maestro Manuel Chox,GT08,GT0801,"Cantón Xabajal, Lote 23",1987,24,+502 5896-3575
998,TAL_GT0802_0997,Cooperativa de Producción Artesanal Jaspe de R.L. (San Cristóbal Totonicapán),Maestro María Tupul,GT08,GT0802,"Cantón Pachoc, Lote 20",1971,19,+502 5491-3366
999,TAL_GT0803_0998,Asociación de Artesanos Almolonga Hunapu de San Francisco El Alto,Maestro María Ixcol,GT08,GT0803,"Cantón Pachoc, Lote 66",2015,19,+502 5025-8978
1000,TAL_GT0804_0999,Taller Familiar de Arte Tradicional Ixchel en San Andrés Xecul,Maestro Manuel  Fuentes,GT08,GT0804,"Cantón Tzanjuyup, Lote 44",2013,45,+502 4977-3939
1001,TAL_GT0805_1000,Cooperativa de Producción Artesanal Kiche de R.L. (Momostenango),Maestro Tomasa  Fuentes,GT08,GT0805,"Cantón Xabajal, Lote 76",1979,29,+502 5152-6786
1002,TAL_GT0806_1001,Asociación de Artesanos Atitlan Mam de Santa María Chiquimula,Maestro Juana Tzoc,GT08,GT0806,"Cantón Pachoc, Lote 23",2017,38,+502 5549-6384
1003,TAL_GT0807_1002,Taller Familiar de Arte Tradicional Iximche en Santa Lucía La Reforma,Maestro Juan Ixcol,GT08,GT0807,"Cantón Centro, Lote 8",1975,16,+502 5156-9864
1004,TAL_GT0808_1003,Cooperativa de Producción Artesanal Qeqchi de R.L. (San Bartolo),Maestro Tomasa Tzoc,GT08,GT0808,"Cantón Centro, Lote 47",2005,12,+502 4297-1954
1005,TAL_GT0901_1004,Asociación de Artesanos Jaspe Popol de Quetzaltenango,Maestro Rosa Tupul,GT09,GT0901,"Cantón Centro, Lote 19",1971,15,+502 4314-2257
1006,TAL_GT0902_1005,Taller Familiar de Arte Tradicional Hunapu en Salcajá,Maestro María Tax,GT09,GT0902,"Cantón El Carmen, Lote 14",1978,31,+502 4013-3277
1007,TAL_GT0903_1006,Cooperativa de Producción Artesanal Xelaju de R.L. (Olintepeque),Maestro Manuel Chox,GT09,GT0903,"Cantón Pachoc, Lote 89",1970,37,+502 5914-1532
1008,TAL_GT0904_1007,Asociación de Artesanos Kiche Utatlan de San Carlos Sija,Maestro Manuel Mazariegos,GT09,GT0904,"Cantón Centro, Lote 21",1970,22,+502 4422-2471
1009,TAL_GT0905_1008,Taller Familiar de Arte Tradicional Mam en Sibilia,Maestro Pedro Tupul,GT09,GT0905,"Cantón Pachoc, Lote 54",1984,35,+502 5147-8256
1010,TAL_GT0906_1009,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Cabricán),Maestro Juan Tzoc,GT09,GT0906,"Cantón Xabajal, Lote 93",1971,17,+502 5727-7851
1011,TAL_GT0907_1010,Asociación de Artesanos Qeqchi Pacaya de Cajolá,Maestro Pedro Chox,GT09,GT0907,"Cantón Centro, Lote 55",2018,35,+502 5346-6507
1012,TAL_GT0908_1011,Taller Familiar de Arte Tradicional Popol en San Miguel Sigüila,Maestro Pedro Tzoc,GT09,GT0908,"Cantón Pachoc, Lote 10",2011,40,+502 4220-4228
1013,TAL_GT0909_1012,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Ostuncalco),Maestro María Chox,GT09,GT0909,"Cantón Pachoc, Lote 23",1991,17,+502 5236-2781
1014,TAL_GT0910_1013,Asociación de Artesanos Xelaju Sop de San Mateo,Maestro Manuel Mazariegos,GT09,GT0910,"Cantón Centro, Lote 8",2007,17,+502 4073-2540
1015,TAL_GT0911_1014,Taller Familiar de Arte Tradicional Utatlan en Concepción Chiquirichapa,Maestro Rosa Tzoc,GT09,GT0911,"Cantón Centro, Lote 38",2002,44,+502 4756-6218
1016,TAL_GT0912_1015,Cooperativa de Producción Artesanal Chup de R.L. (San Martín Sacatepéquez),Maestro Santiago Mazariegos,GT09,GT0912,"Cantón Centro, Lote 79",2012,32,+502 4481-9749
1017,TAL_GT0913_1016,Asociación de Artesanos Cuchumatanes Patzun de Almolonga,Maestro Juana Ixcol,GT09,GT0913,"Cantón Centro, Lote 17",2002,37,+502 4270-7302
1018,TAL_GT0914_1017,Taller Familiar de Arte Tradicional Pacaya en Cantel,Maestro Juan Ixcol,GT09,GT0914,"Cantón Tzanjuyup, Lote 84",1985,28,+502 4175-4782
1019,TAL_GT0915_1018,Cooperativa de Producción Artesanal Almolonga de R.L. (Huitán),Maestro Santiago Tupul,GT09,GT0915,"Cantón Xabajal, Lote 52",1993,30,+502 4293-4063
1020,TAL_GT0916_1019,Asociación de Artesanos Cholsamaj Ixchel de Zunil,Maestro Tomasa Tzoc,GT09,GT0916,"Cantón El Carmen, Lote 72",1980,37,+502 5211-1309
