id_tecnica,codigo,nombre,origen_historico,descripcion
895,BARRO_TORNO_GT1227,Barro en Torno de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Esquipulas Palo Gordo.
896,TALLADO_CEDRO_GT1227,Tallado en Madera de Cedro de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Esquipulas Palo Gordo.
897,JADE_PULIDO_GT1227,Pulido de Jade de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Esquipulas Palo Gordo.
898,AFINACION_ACUSTICA_GT1227,Afinación Acústica de Teclados de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Esquipulas Palo Gordo.
899,PINTURA_PRIMITIVA_GT1227,Pintura Primitivista de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Esquipulas Palo Gordo.
900,TEJIDO_MIMBRE_GT1227,Tejido en Fibras de Mimbre de Esquipulas Palo Gordo,Técnica heredada de generación en generación en Esquipulas Palo Gordo.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Esquipulas Palo Gordo.
901,TELAR_CINTURA_GT1228,Telar de Cintura de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Río Blanco.
902,TELAR_PIE_GT1228,Telar de Pie de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Río Blanco.
903,JASPEADO_HILO_GT1228,Jaspeado de Hilos de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Río Blanco.
904,BARRO_MODELADO_GT1228,Barro Modelado a Mano de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Río Blanco."
905,BARRO_TORNO_GT1228,Barro en Torno de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Río Blanco.
906,TALLADO_CEDRO_GT1228,Tallado en Madera de Cedro de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Río Blanco.
907,JADE_PULIDO_GT1228,Pulido de Jade de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Río Blanco.
908,AFINACION_ACUSTICA_GT1228,Afinación Acústica de Teclados de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Río Blanco.
909,PINTURA_PRIMITIVA_GT1228,Pintura Primitivista de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Río Blanco.
910,TEJIDO_MIMBRE_GT1228,Tejido en Fibras de Mimbre de Río Blanco,Técnica heredada de generación en generación en Río Blanco.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Río Blanco.
911,TELAR_CINTURA_GT1229,Telar de Cintura de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San Lorenzo.
912,TELAR_PIE_GT1229,Telar de Pie de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San Lorenzo.
913,JASPEADO_HILO_GT1229,Jaspeado de Hilos de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San Lorenzo.
914,BARRO_MODELADO_GT1229,Barro Modelado a Mano de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San Lorenzo."
915,BARRO_TORNO_GT1229,Barro en Torno de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San Lorenzo.
916,TALLADO_CEDRO_GT1229,Tallado en Madera de Cedro de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San Lorenzo.
917,JADE_PULIDO_GT1229,Pulido de Jade de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Lorenzo.
918,AFINACION_ACUSTICA_GT1229,Afinación Acústica de Teclados de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Lorenzo.
919,PINTURA_PRIMITIVA_GT1229,Pintura Primitivista de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Lorenzo.
920,TEJIDO_MIMBRE_GT1229,Tejido en Fibras de Mimbre de San Lorenzo,Técnica heredada de generación en generación en San Lorenzo.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Lorenzo.
921,TELAR_CINTURA_GT1230,Telar de Cintura de La Blanca,Técnica heredada de generación en generación en La Blanca.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en La Blanca.
922,TELAR_PIE_GT1230,Telar de Pie de La Blanca,Técnica heredada de generación en generación en La Blanca.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en La Blanca.
923,JASPEADO_HILO_GT1230,Jaspeado de Hilos de La Blanca,Técnica heredada de generación en generación en La Blanca.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en La Blanca.
924,BARRO_MODELADO_GT1230,Barro Modelado a Mano de La Blanca,Técnica heredada de generación en generación en La Blanca.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en La Blanca."
925,BARRO_TORNO_GT1230,Barro en Torno de La Blanca,Técnica heredada de generación en generación en La Blanca.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en La Blanca.
926,TALLADO_CEDRO_GT1230,Tallado en Madera de Cedro de La Blanca,Técnica heredada de generación en generación en La Blanca.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en La Blanca.
927,JADE_PULIDO_GT1230,Pulido de Jade de La Blanca,Técnica heredada de generación en generación en La Blanca.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en La Blanca.
928,AFINACION_ACUSTICA_GT1230,Afinación Acústica de Teclados de La Blanca,Técnica heredada de generación en generación en La Blanca.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en La Blanca.
929,PINTURA_PRIMITIVA_GT1230,Pintura Primitivista de La Blanca,Técnica heredada de generación en generación en La Blanca.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en La Blanca.
930,TEJIDO_MIMBRE_GT1230,Tejido en Fibras de Mimbre de La Blanca,Técnica heredada de generación en generación en La Blanca.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en La Blanca.
931,TELAR_CINTURA_GT1301,Telar de Cintura de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Huehuetenango.
932,TELAR_PIE_GT1301,Telar de Pie de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Huehuetenango.
933,JASPEADO_HILO_GT1301,Jaspeado de Hilos de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Huehuetenango.
934,BARRO_MODELADO_GT1301,Barro Modelado a Mano de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Huehuetenango."
935,BARRO_TORNO_GT1301,Barro en Torno de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Huehuetenango.
936,TALLADO_CEDRO_GT1301,Tallado en Madera de Cedro de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Huehuetenango.
937,JADE_PULIDO_GT1301,Pulido de Jade de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Huehuetenango.
938,AFINACION_ACUSTICA_GT1301,Afinación Acústica de Teclados de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Huehuetenango.
939,PINTURA_PRIMITIVA_GT1301,Pintura Primitivista de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Huehuetenango.
940,TEJIDO_MIMBRE_GT1301,Tejido en Fibras de Mimbre de Huehuetenango,Técnica heredada de generación en generación en Huehuetenango.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Huehuetenango.
941,TELAR_CINTURA_GT1302,Telar de Cintura de Chiantla,Técnica heredada de generación en generación en Chiantla.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Chiantla.
942,TELAR_PIE_GT1302,Telar de Pie de Chiantla,Técnica heredada de generación en generación en Chiantla.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Chiantla.
943,JASPEADO_HILO_GT1302,Jaspeado de Hilos de Chiantla,Técnica heredada de generación en generación en Chiantla.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Chiantla.
944,BARRO_MODELADO_GT1302,Barro Modelado a Mano de Chiantla,Técnica heredada de generación en generación en Chiantla.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Chiantla."
945,BARRO_TORNO_GT1302,Barro en Torno de Chiantla,Técnica heredada de generación en generación en Chiantla.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Chiantla.
946,TALLADO_CEDRO_GT1302,Tallado en Madera de Cedro de Chiantla,Técnica heredada de generación en generación en Chiantla.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Chiantla.
947,JADE_PULIDO_GT1302,Pulido de Jade de Chiantla,Técnica heredada de generación en generación en Chiantla.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Chiantla.
948,AFINACION_ACUSTICA_GT1302,Afinación Acústica de Teclados de Chiantla,Técnica heredada de generación en generación en Chiantla.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Chiantla.
