núm_corre,año_denuncia,Reg_mes,día_denuncia,día_sem_denuncia,año_hecho,mes_hecho,día_hecho,dia_sem_hecho,depto_ocu_hecho,mupio_ocu_hecho,zona_ocu_hecho,sexo_per,edad_sind,g_edad_60ymás,g_edad_80ymás,g_edad_de0_80ymás,est_conyugal,delito_com,hora_denuncia,g_hora_denuncia,g_hora_denuncia_mañ.tar.noch,principales_delitos
875,2023,Marzo,9,Jueves,2023,Marzo,8,Viernes,Alta Verapaz,Cobán,Ignorada,Ignorado,49,45-49,45-49,45 - 49,Ignorado,Contra los recursos forestales,8,06:00 a 11:59,00:00 a 11:59,Otros
876,2023,Marzo,9,Jueves,2023,Marzo,8,Viernes,Alta Verapaz,Cobán,Ignorada,Ignorado,41,40-44,40-44,40 - 44,Casado,Contra los recursos forestales,8,06:00 a 11:59,00:00 a 11:59,Otros
877,2023,Marzo,9,Jueves,2023,Febrero,20,Viernes,Zacapa,Huité,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,11,06:00 a 11:59,00:00 a 11:59,Otros
878,2023,Marzo,9,Jueves,2023,Febrero,20,Viernes,Zacapa,Huité,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,11,06:00 a 11:59,00:00 a 11:59,Otros
879,2023,Marzo,9,Jueves,2023,Enero,10,Viernes,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,13,12:00 a 17:59,12:00 a 17:59,Otros
880,2023,Marzo,9,Jueves,2023,Marzo,9,Viernes,Guatemala,San Raymundo,Ignorada,Ignorado,44,40-44,40-44,40 - 44,Ignorado,Contra los recursos forestales,14,12:00 a 17:59,12:00 a 17:59,Otros
881,2023,Marzo,9,Jueves,2023,Marzo,9,Viernes,Guatemala,San Raymundo,Ignorada,Ignorado,48,45-49,45-49,45 - 49,Ignorado,Contra los recursos forestales,14,12:00 a 17:59,12:00 a 17:59,Otros
882,2023,Marzo,9,Jueves,2023,Marzo,9,Viernes,Guatemala,San Raymundo,Ignorada,Ignorado,31,30-34,30-34,30 - 34,Ignorado,Contra los recursos forestales,14,12:00 a 17:59,12:00 a 17:59,Otros
883,2023,Marzo,9,Jueves,2023,Marzo,9,Viernes,Guatemala,San Raymundo,Ignorada,Ignorado,53,50-54,50-54,50 - 54,Ignorado,Contra los recursos forestales,14,12:00 a 17:59,12:00 a 17:59,Otros
884,2023,Marzo,9,Jueves,2023,Marzo,9,Viernes,Guatemala,San Raymundo,Ignorada,Ignorado,49,45-49,45-49,45 - 49,Ignorado,Contra los recursos forestales,14,12:00 a 17:59,12:00 a 17:59,Otros
885,2023,Marzo,9,Jueves,2023,Marzo,9,Viernes,Guatemala,San Raymundo,Ignorada,Ignorado,32,30-34,30-34,30 - 34,Ignorado,Contra los recursos forestales,14,12:00 a 17:59,12:00 a 17:59,Otros
886,2023,Marzo,9,Jueves,2023,Marzo,9,Viernes,Alta Verapaz,San Pedro Carchá,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,16,12:00 a 17:59,12:00 a 17:59,Otros
887,2023,Marzo,13,Lunes,2023,Marzo,10,Martes,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,44,40-44,40-44,40 - 44,Ignorado,Contra los recursos forestales,13,12:00 a 17:59,12:00 a 17:59,Otros
888,2023,Marzo,13,Lunes,2023,Marzo,10,Martes,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,71,60-100,70-74,70 - 74,Ignorado,Contra los recursos forestales,13,12:00 a 17:59,12:00 a 17:59,Otros
889,2023,Marzo,13,Lunes,2023,Marzo,10,Martes,Santa Rosa,Chiquimulilla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,17,12:00 a 17:59,12:00 a 17:59,Otros
890,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Guatemala,Mixco,Ignorada,Ignorado,52,50-54,50-54,50 - 54,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
891,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,Poptún,Ignorada,Hombre,63,60-100,60-64,60 - 64,Casado,Explotación ilegal de recursos naturales,19,18:00 a 23:59,18:00 a 23:59,Otros
892,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,23,20-24,20-24,20 - 24,Casado,Contaminación,20,18:00 a 23:59,18:00 a 23:59,Otros
893,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,65,60-100,65-69,65 - 69,Ignorado,Contaminación,20,18:00 a 23:59,18:00 a 23:59,Otros
894,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,44,40-44,40-44,40 - 44,Casado,Contaminación,20,18:00 a 23:59,18:00 a 23:59,Otros
895,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,55,55-59,55-59,55 - 59,Casado,Contaminación,20,18:00 a 23:59,18:00 a 23:59,Otros
896,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,34,30-34,30-34,30 - 34,Casado,Contaminación,20,18:00 a 23:59,18:00 a 23:59,Otros
897,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,41,40-44,40-44,40 - 44,Ignorado,Contaminación,20,18:00 a 23:59,18:00 a 23:59,Otros
898,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,23,20-24,20-24,20 - 24,Casado,Explotación ilegal de recursos naturales,20,18:00 a 23:59,18:00 a 23:59,Otros
899,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,65,60-100,65-69,65 - 69,Ignorado,Explotación ilegal de recursos naturales,20,18:00 a 23:59,18:00 a 23:59,Otros
900,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,44,40-44,40-44,40 - 44,Casado,Explotación ilegal de recursos naturales,20,18:00 a 23:59,18:00 a 23:59,Otros
901,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,55,55-59,55-59,55 - 59,Casado,Explotación ilegal de recursos naturales,20,18:00 a 23:59,18:00 a 23:59,Otros
902,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,34,30-34,30-34,30 - 34,Casado,Explotación ilegal de recursos naturales,20,18:00 a 23:59,18:00 a 23:59,Otros
903,2023,Marzo,14,Martes,2023,Marzo,14,Miercoles,Petén,El Chal,Ignorada,Hombre,41,40-44,40-44,40 - 44,Ignorado,Explotación ilegal de recursos naturales,20,18:00 a 23:59,18:00 a 23:59,Otros
904,2023,Marzo,16,Jueves,2022,Octubre,11,Viernes,Escuintla,Siquinalá,Ignorada,Ignorado,78,60-100,75-79,75 - 79,Ignorado,Contaminación,15,12:00 a 17:59,12:00 a 17:59,Otros
905,2023,Marzo,20,Lunes,2022,Enero,19,Martes,El Progreso,Sanarate,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Explotación ilegal de recursos naturales,11,06:00 a 11:59,00:00 a 11:59,Otros
906,2023,Marzo,20,Lunes,2023,Febrero,10,Martes,Alta Verapaz,Cobán,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,15,12:00 a 17:59,12:00 a 17:59,Otros
907,2023,Marzo,20,Lunes,2023,Febrero,10,Martes,Alta Verapaz,Cobán,Ignorada,Ignorado,51,50-54,50-54,50 - 54,Ignorado,Contra los recursos forestales,15,12:00 a 17:59,12:00 a 17:59,Otros
908,2023,Marzo,20,Lunes,2023,Marzo,20,Martes,Escuintla,San José,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ignorado,Protección de la fauna (caza sin licencia),18,18:00 a 23:59,18:00 a 23:59,Otros
909,2023,Marzo,21,Martes,2023,Febrero,24,Miercoles,Izabal,Los Amates,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
910,2023,Marzo,24,Viernes,2023,Marzo,23,Sábado,Petén,Flores,Ignorada,Hombre,42,40-44,40-44,40 - 44,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,12,12:00 a 17:59,12:00 a 17:59,Otros
911,2023,Marzo,24,Viernes,2023,Marzo,24,Sábado,Petén,Poptún,Ignorada,Ignorado,41,40-44,40-44,40 - 44,Ignorado,Tráfico ilegal de flora y fauna,23,18:00 a 23:59,18:00 a 23:59,Otros
912,2023,Marzo,24,Viernes,2023,Marzo,24,Sábado,Petén,Poptún,Ignorada,Ignorado,81,60-100,80-100,80 y más,Ignorado,Tráfico ilegal de flora y fauna,23,18:00 a 23:59,18:00 a 23:59,Otros
913,2023,Marzo,25,Sábado,2023,Marzo,25,Domingo,Petén,Sayaxché,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,16,12:00 a 17:59,12:00 a 17:59,Otros
914,2023,Marzo,27,Lunes,2023,Marzo,27,Martes,Alta Verapaz,Tactic,Ignorada,Ignorado,22,20-24,20-24,20 - 24,Ignorado,Tráfico ilegal de flora y fauna,14,12:00 a 17:59,12:00 a 17:59,Otros
915,2023,Marzo,27,Lunes,2023,Marzo,21,Martes,Escuintla,San José,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,14,12:00 a 17:59,12:00 a 17:59,Otros
916,2023,Marzo,27,Lunes,2021,Noviembre,25,Martes,Alta Verapaz,San Cristóbal Verapaz,Ignorada,Hombre,42,40-44,40-44,40 - 44,Ignorado,"Recolección, utilización y comercialización de productos forestal",15,12:00 a 17:59,12:00 a 17:59,Otros
917,2023,Marzo,28,Martes,2023,Enero,26,Miercoles,Chiquimula,Quetzaltepeque,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contra los recursos forestales,13,12:00 a 17:59,12:00 a 17:59,Otros
918,2023,Marzo,28,Martes,2023,Marzo,27,Miercoles,Zacapa,Teculután,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Incendio forestal,14,12:00 a 17:59,12:00 a 17:59,Otros
919,2023,Marzo,28,Martes,2023,Marzo,27,Miercoles,Guatemala,Mixco,Ignorada,Ignorado,46,45-49,45-49,45 - 49,Ignorado,Atentado contra el patrimonio natural y cultural de la nación,14,12:00 a 17:59,12:00 a 17:59,Otros
920,2023,Marzo,30,Jueves,2023,Marzo,30,Viernes,Guatemala,Guatemala,13,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Explotación ilegal de recursos naturales,14,12:00 a 17:59,12:00 a 17:59,Otros
921,2023,Febrero,15,Miercoles,2022,Febrero,12,Jueves,Chiquimula,San José La Arada,Ignorada,Ignorado,45,45-49,45-49,45 - 49,Ignorado,Faltas (ley de areas protegidas art. 81),15,12:00 a 17:59,12:00 a 17:59,Otros
922,2023,Febrero,15,Miercoles,2022,Febrero,12,Jueves,Chiquimula,San José La Arada,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ignorado,Faltas (ley de areas protegidas art. 81),15,12:00 a 17:59,12:00 a 17:59,Otros
923,2023,Febrero,16,Jueves,2023,Febrero,8,Viernes,Escuintla,Nueva Concepción,Ignorada,Ignorado,34,30-34,30-34,30 - 34,Ignorado,Contaminación,7,06:00 a 11:59,00:00 a 11:59,Otros
924,2023,Febrero,16,Jueves,2022,Septiembre,19,Viernes,Escuintla,Escuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Contaminación,7,06:00 a 11:59,00:00 a 11:59,Otros
925,2023,Enero,4,Miercoles,2022,Diciembre,28,Jueves,Jalapa,Mataquescuintla,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
926,2023,Enero,4,Miercoles,2022,Diciembre,30,Jueves,Guatemala,San José Pinula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo agravado,14,12:00 a 17:59,12:00 a 17:59,Robo agravado
927,2023,Enero,4,Miercoles,2022,Diciembre,19,Jueves,Jalapa,Mataquescuintla,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
928,2023,Enero,10,Martes,2022,Octubre,4,Miercoles,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
929,2023,Enero,10,Martes,2022,Diciembre,10,Miercoles,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
930,2023,Enero,12,Jueves,2022,Diciembre,3,Viernes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
931,2023,Enero,13,Viernes,2022,Diciembre,29,Sábado,Jalapa,Mataquescuintla,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,12,12:00 a 17:59,12:00 a 17:59,Amenazas
932,2023,Enero,19,Jueves,2022,Marzo,16,Viernes,Jalapa,Mataquescuintla,Ignorada,Hombre,42,40-44,40-44,40 - 44,Casado,Responsabilidad de conductores,12,12:00 a 17:59,12:00 a 17:59,Otros
933,2023,Enero,25,Miercoles,2022,Noviembre,30,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
934,2023,Enero,25,Miercoles,2020,Octubre,16,Jueves,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Apropiación y retención indebidas,9,06:00 a 11:59,00:00 a 11:59,Otros
935,2023,Enero,25,Miercoles,2020,Octubre,16,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Usurpación,11,06:00 a 11:59,00:00 a 11:59,Otros
936,2023,Enero,25,Miercoles,2023,Enero,11,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
937,2023,Enero,25,Miercoles,2023,Enero,11,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
938,2023,Enero,25,Miercoles,2023,Enero,19,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
939,2023,Enero,25,Miercoles,2020,Octubre,16,Jueves,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Usurpación,12,12:00 a 17:59,12:00 a 17:59,Otros
940,2023,Enero,25,Miercoles,2023,Enero,20,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Usurpación de aguas,12,12:00 a 17:59,12:00 a 17:59,Otros
941,2023,Enero,25,Miercoles,2023,Enero,20,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Usurpación de aguas,12,12:00 a 17:59,12:00 a 17:59,Otros
942,2023,Enero,25,Miercoles,2023,Enero,19,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,13,12:00 a 17:59,12:00 a 17:59,Otros
943,2023,Enero,25,Miercoles,2023,Enero,24,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
944,2023,Enero,26,Jueves,2020,Octubre,16,Viernes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Usurpación,11,06:00 a 11:59,00:00 a 11:59,Otros
945,2023,Febrero,1,Miercoles,2023,Febrero,1,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
946,2023,Febrero,2,Jueves,2023,Enero,31,Viernes,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Casos especiales de estafa,11,06:00 a 11:59,00:00 a 11:59,Otros
947,2023,Febrero,3,Viernes,2023,Enero,25,Sábado,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
948,2023,Febrero,3,Viernes,2023,Enero,29,Sábado,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo agravado,10,06:00 a 11:59,00:00 a 11:59,Robo agravado
949,2023,Febrero,3,Viernes,2023,Enero,29,Sábado,Jalapa,Mataquescuintla,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ignorado,Robo agravado,10,06:00 a 11:59,00:00 a 11:59,Robo agravado
950,2023,Febrero,7,Martes,2023,Febrero,6,Miercoles,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Extorsión,9,06:00 a 11:59,00:00 a 11:59,Extorsión
951,2023,Febrero,7,Martes,2023,Febrero,1,Miercoles,Jalapa,Mataquescuintla,Ignorada,Mujer,52,50-54,50-54,50 - 54,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
952,2023,Febrero,7,Martes,2023,Febrero,1,Miercoles,Jalapa,Mataquescuintla,Ignorada,Mujer,44,40-44,40-44,40 - 44,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
953,2023,Febrero,7,Martes,2023,Enero,13,Miercoles,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
954,2023,Febrero,7,Martes,2023,Enero,13,Miercoles,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
955,2023,Febrero,7,Martes,2023,Febrero,1,Miercoles,Jalapa,Mataquescuintla,Ignorada,Hombre,41,40-44,40-44,40 - 44,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
956,2023,Febrero,8,Miercoles,2022,Noviembre,15,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
957,2023,Febrero,15,Miercoles,2023,Febrero,12,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,9,06:00 a 11:59,00:00 a 11:59,Otros
958,2023,Febrero,15,Miercoles,2023,Febrero,12,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,9,06:00 a 11:59,00:00 a 11:59,Otros
959,2023,Febrero,15,Miercoles,2023,Febrero,14,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo,9,06:00 a 11:59,00:00 a 11:59,Robo
960,2023,Febrero,16,Jueves,2022,Marzo,15,Viernes,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,11,06:00 a 11:59,00:00 a 11:59,Otros
961,2023,Febrero,16,Jueves,2022,Marzo,15,Viernes,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,11,06:00 a 11:59,00:00 a 11:59,Otros
962,2023,Febrero,16,Jueves,2022,Marzo,15,Viernes,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,11,06:00 a 11:59,00:00 a 11:59,Otros
963,2023,Febrero,16,Jueves,2022,Marzo,15,Viernes,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,11,06:00 a 11:59,00:00 a 11:59,Otros
964,2023,Febrero,16,Jueves,2022,Marzo,15,Viernes,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,11,06:00 a 11:59,00:00 a 11:59,Otros
965,2023,Febrero,16,Jueves,2022,Marzo,15,Viernes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,11,06:00 a 11:59,00:00 a 11:59,Otros
966,2023,Febrero,16,Jueves,2022,Marzo,15,Viernes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,11,06:00 a 11:59,00:00 a 11:59,Otros
967,2023,Febrero,17,Viernes,2023,Febrero,15,Sábado,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
968,2023,Febrero,17,Viernes,2023,Febrero,15,Sábado,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
969,2023,Febrero,20,Lunes,2023,Febrero,19,Martes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,12,12:00 a 17:59,12:00 a 17:59,Amenazas
970,2023,Febrero,20,Lunes,2023,Febrero,19,Martes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,12,12:00 a 17:59,12:00 a 17:59,Amenazas
971,2023,Febrero,22,Miercoles,2023,Febrero,6,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
972,2023,Febrero,22,Miercoles,2023,Febrero,3,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
973,2023,Febrero,23,Jueves,2023,Febrero,1,Viernes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
974,2023,Febrero,24,Viernes,2023,Febrero,6,Sábado,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo de equipo terminal movil,10,06:00 a 11:59,00:00 a 11:59,Robo de equipo terminal movil
975,2023,Febrero,24,Viernes,2023,Febrero,6,Sábado,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo,10,06:00 a 11:59,00:00 a 11:59,Robo
976,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
977,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones culposas,12,12:00 a 17:59,12:00 a 17:59,Lesiones culposas
978,2023,Febrero,27,Lunes,2023,Febrero,25,Martes,Jalapa,Mataquescuintla,Ignorada,Hombre,65,60-100,65-69,65 - 69,Ignorado,Lesiones culposas,9,06:00 a 11:59,00:00 a 11:59,Lesiones culposas
979,2023,Febrero,27,Lunes,2023,Febrero,13,Martes,Jalapa,Mataquescuintla,Ignorada,Hombre,30,30-34,30-34,30 - 34,Ignorado,Otros,13,12:00 a 17:59,12:00 a 17:59,Otros
980,2023,Febrero,27,Lunes,2023,Febrero,13,Martes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,13,12:00 a 17:59,12:00 a 17:59,Otros
981,2023,Febrero,27,Lunes,2023,Febrero,13,Martes,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
982,2023,Febrero,27,Lunes,2023,Febrero,9,Martes,Jalapa,Mataquescuintla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
983,2023,Marzo,1,Miercoles,2023,Febrero,28,Jueves,Jalapa,Mataquescuintla,Ignorada,Ignorado,37,35-39,35-39,35 - 39,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
984,2023,Marzo,1,Miercoles,2023,Febrero,28,Jueves,Jalapa,Mataquescuintla,Ignorada,Hombre,62,60-100,60-64,60 - 64,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
985,2023,Marzo,2,Jueves,2023,Febrero,24,Viernes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
986,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
987,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
988,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Jalapa,Mataquescuintla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
989,2023,Marzo,6,Lunes,2023,Marzo,5,Martes,Jalapa,Mataquescuintla,Ignorada,Mujer,29,25-29,25-29,25 - 29,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
990,2023,Marzo,7,Martes,2023,Febrero,1,Miercoles,Jalapa,Mataquescuintla,Ignorada,Ignorado,48,45-49,45-49,45 - 49,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
