núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
33460,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,San Juan Sacatepéquez,Ignorada,Hombre,39,35-39,35-39,35 - 39,Orden de captura,Otras causas
33461,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Ignorada,Hombre,28,25-29,25-29,25 - 29,Orden de captura,Otras causas
33462,2023,Septiembre,14,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Jalapa,Jalapa,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
33463,2023,Septiembre,14,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Jalapa,San Pedro Pinula,Ignorada,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
33464,2023,Septiembre,14,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Zacapa,Huité,Ignorada,Hombre,18,15-19,15-19,15 - 19,Homicidio por arma blanca,Homicidios
33465,2023,Septiembre,14,Jueves,0,00:00 a 05:59,00:00 a 11:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,36,35-39,35-39,35 - 39,Orden de captura,Otras causas
33466,2023,Septiembre,14,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,San José,Ignorada,Hombre,19,15-19,15-19,15 - 19,Riña,Otras causas
33467,2023,Septiembre,14,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,San José,Ignorada,Hombre,22,20-24,20-24,20 - 24,Riña,Otras causas
33468,2023,Septiembre,14,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Tiquisate,Ignorada,Hombre,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
33469,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,San José,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
33470,2023,Septiembre,14,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,20,20-24,20-24,20 - 24,Orden de captura,Otras causas
33471,2023,Septiembre,14,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Chiquimulilla,Ignorada,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
33472,2023,Septiembre,14,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Casillas,Ignorada,Hombre,18,15-19,15-19,15 - 19,Portación ilegal arma de fuego,Otras causas
33473,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Cuilapa,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
33474,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Retalhuleu,Retalhuleu,Ignorada,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
33475,2023,Septiembre,14,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Retalhuleu,San Sebastián,Ignorada,Hombre,31,30-34,30-34,30 - 34,Tráfico de droga,Otras causas
33476,2023,Septiembre,14,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Retalhuleu,San Sebastián,Ignorada,Mujer,42,40-44,40-44,40 - 44,Tráfico de droga,Otras causas
33477,2023,Septiembre,14,Jueves,2,00:00 a 05:59,00:00 a 11:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
33478,2023,Septiembre,14,Jueves,8,06:00 a 11:59,00:00 a 11:59,Rural,Quetzaltenango,Génova,Ignorada,Hombre,34,30-34,30-34,30 - 34,Robo a comercios,Contra el patrimonio
33479,2023,Septiembre,14,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Coatepeque,Ignorada,Hombre,27,25-29,25-29,25 - 29,Tenencia de droga,Otras causas
33480,2023,Septiembre,14,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Coatepeque,Ignorada,Hombre,24,20-24,20-24,20 - 24,Tenencia de droga,Otras causas
33481,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Coatepeque,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
33482,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Coatepeque,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
33483,2023,Septiembre,14,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Cantel,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
33484,2023,Septiembre,14,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Cantel,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33485,2023,Septiembre,14,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Flores Costa Cuca,Ignorada,Hombre,20,20-24,20-24,20 - 24,Orden de captura,Otras causas
33486,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33487,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Nuevo Progreso,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33488,2023,Septiembre,14,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,San Marcos,San Marcos,Ignorada,Hombre,41,40-44,40-44,40 - 44,Orden de captura,Otras causas
33489,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,Malacatán,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
33490,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,El Tumbador,Ignorada,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
33491,2023,Septiembre,14,Jueves,22,18:00 a 23:59,18:00 a 23:59,Urbano,San Marcos,San Pedro Sacatepéquez,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
33492,2023,Septiembre,14,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Huehuetenango,San Ildefonso Ixtahuacán,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
33493,2023,Septiembre,14,Jueves,1,00:00 a 05:59,00:00 a 11:59,Rural,Huehuetenango,San Pedro Necta,Ignorada,Hombre,40,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
33494,2023,Septiembre,14,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,Todos Santos Cuchumatán,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
33495,2023,Septiembre,14,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
33496,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,Chiantla,Ignorada,Mujer,33,30-34,30-34,30 - 34,Rapto,Otras causas
33497,2023,Septiembre,14,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33498,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33499,2023,Septiembre,14,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,Tamahú,Ignorada,Hombre,17,15-19,15-19,15 - 19,Otras causas,Otras causas
33500,2023,Septiembre,14,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Santa Catarina La Tinta,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33501,2023,Septiembre,14,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Cobán,Ignorada,Hombre,24,20-24,20-24,20 - 24,Orden de captura,Otras causas
33502,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
33503,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Senahú,Ignorada,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
33504,2023,Septiembre,14,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
33505,2023,Septiembre,14,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,Senahú,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
33506,2023,Septiembre,14,Jueves,6,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Cubulco,Ignorada,Hombre,61,60 y más,60-64,60 - 64,En allanamientos judiciales,Otras causas
33507,2023,Septiembre,14,Jueves,22,18:00 a 23:59,18:00 a 23:59,Urbano,Baja Verapaz,Rabinal,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
33508,2023,Septiembre,14,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,El Progreso,Guastatoya,Ignorada,Hombre,28,25-29,25-29,25 - 29,Tenencia de droga,Otras causas
33509,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,El Jícaro,Ignorada,Hombre,18,15-19,15-19,15 - 19,Otras causas,Otras causas
33510,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33511,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,El Progreso,Sanarate,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
33512,2023,Septiembre,14,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Izabal,Puerto Barrios,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
33513,2023,Septiembre,14,Jueves,23,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,Livingston,Ignorada,Hombre,42,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
33514,2023,Septiembre,14,Jueves,23,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,Livingston,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33515,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,Puerto Barrios,Ignorada,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
33516,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Izabal,Livingston,Ignorada,Mujer,38,35-39,35-39,35 - 39,En allanamientos judiciales,Otras causas
33517,2023,Septiembre,14,Jueves,23,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Poptún,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
33518,2023,Septiembre,14,Jueves,8,06:00 a 11:59,00:00 a 11:59,Rural,Petén,San Luis,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
33519,2023,Septiembre,14,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Ixcán,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
33520,2023,Septiembre,14,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,Chiché,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33521,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,San Juan Cotzal,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33522,2023,Septiembre,14,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Ixcán,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33523,2023,Septiembre,14,Jueves,0,00:00 a 05:59,00:00 a 11:59,Rural,Sololá,San Andrés Semetabaj,Ignorada,Mujer,30,30-34,30-34,30 - 34,Otras causas,Otras causas
33524,2023,Septiembre,14,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Sololá,San Andrés Semetabaj,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
33525,2023,Septiembre,14,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Sololá,Panajachel,Ignorada,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
33526,2023,Septiembre,14,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Zaragoza,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
33527,2023,Septiembre,14,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,El Tejar,Ignorada,Hombre,50,50-54,50-54,50 - 54,Otras causas,Otras causas
33528,2023,Septiembre,14,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,Patzicía,Ignorada,Hombre,21,20-24,20-24,20 - 24,Orden de captura,Otras causas
33529,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,32,30-34,30-34,30 - 34,Riña,Otras causas
33530,2023,Septiembre,14,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,28,25-29,25-29,25 - 29,Riña,Otras causas
33531,2023,Septiembre,14,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Sacatepéquez,San Juan Alotenango,Ignorada,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
33532,2023,Septiembre,14,Jueves,23,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,San Lucas Sacatepéquez,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
33533,2023,Septiembre,15,Viernes,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,9,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
33534,2023,Septiembre,15,Viernes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
33535,2023,Septiembre,15,Viernes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,48,45-49,45-49,45 - 49,Orden de captura,Otras causas
33536,2023,Septiembre,15,Viernes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
33537,2023,Septiembre,15,Viernes,15,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Chinautla,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Orden de captura,Otras causas
33538,2023,Septiembre,15,Viernes,4,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,San Pedro Ayampuc,Ignorada,Hombre,45,45-49,45-49,45 - 49,Otras causas,Otras causas
33539,2023,Septiembre,15,Viernes,17,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Palencia,Ignorada,Hombre,36,35-39,35-39,35 - 39,Portación ilegal arma de fuego,Otras causas
33540,2023,Septiembre,15,Viernes,17,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,San Pedro Ayampuc,Ignorada,Hombre,37,35-39,35-39,35 - 39,Portación ilegal arma de fuego,Otras causas
33541,2023,Septiembre,15,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,San Pedro Ayampuc,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
33542,2023,Septiembre,15,Viernes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,6,Mujer,35,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
33543,2023,Septiembre,15,Viernes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,18,Hombre,22,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
33544,2023,Septiembre,15,Viernes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,18,Hombre,28,25-29,25-29,25 - 29,Riña,Otras causas
33545,2023,Septiembre,15,Viernes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,18,Hombre,30,30-34,30-34,30 - 34,Riña,Otras causas
33546,2023,Septiembre,15,Viernes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,17,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
33547,2023,Septiembre,15,Viernes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,6,Hombre,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
33548,2023,Septiembre,15,Viernes,13,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Palencia,Ignorada,Hombre,38,35-39,35-39,35 - 39,Robo a residencias,Contra el patrimonio
33549,2023,Septiembre,15,Viernes,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,5,Hombre,20,20-24,20-24,20 - 24,Orden de captura,Otras causas
33550,2023,Septiembre,15,Viernes,23,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Fraijanes,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
33551,2023,Septiembre,15,Viernes,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,21,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
33552,2023,Septiembre,15,Viernes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,12,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
33553,2023,Septiembre,15,Viernes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,7,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
33554,2023,Septiembre,15,Viernes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Otras causas,Otras causas
33555,2023,Septiembre,15,Viernes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,7,Hombre,31,30-34,30-34,30 - 34,Robo de motocicletas,Contra el patrimonio
33556,2023,Septiembre,15,Viernes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,7,Hombre,31,30-34,30-34,30 - 34,Robo de motocicletas,Contra el patrimonio
33557,2023,Septiembre,15,Viernes,1,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Villa Canales,Ignorada,Hombre,33,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
33558,2023,Septiembre,15,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Villa Canales,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
33559,2023,Septiembre,15,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,Villa Canales,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Otras causas,Otras causas
33560,2023,Septiembre,15,Viernes,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
33561,2023,Septiembre,15,Viernes,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
33562,2023,Septiembre,15,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Amatitlán,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33563,2023,Septiembre,15,Viernes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33564,2023,Septiembre,15,Viernes,3,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33565,2023,Septiembre,15,Viernes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,37,35-39,35-39,35 - 39,Otras causas,Otras causas
33566,2023,Septiembre,15,Viernes,5,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
33567,2023,Septiembre,15,Viernes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,22,20-24,20-24,20 - 24,Otras causas,Otras causas
33568,2023,Septiembre,15,Viernes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
33569,2023,Septiembre,15,Viernes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33570,2023,Septiembre,15,Viernes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33571,2023,Septiembre,15,Viernes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,34,30-34,30-34,30 - 34,Portación ilegal arma de fuego,Otras causas
33572,2023,Septiembre,15,Viernes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Jutiapa,Jutiapa,Ignorada,Hombre,34,30-34,30-34,30 - 34,Portación ilegal arma de fuego,Otras causas
33573,2023,Septiembre,15,Viernes,10,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
33574,2023,Septiembre,15,Viernes,10,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
33575,2023,Septiembre,15,Viernes,10,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,32,30-34,30-34,30 - 34,Lesiones por arma de fuego,Lesiones
33576,2023,Septiembre,15,Viernes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Chiquimula,Chiquimula,Ignorada,Hombre,22,20-24,20-24,20 - 24,Otras causas,Otras causas
33577,2023,Septiembre,15,Viernes,22,18:00 a 23:59,18:00 a 23:59,Rural,Chiquimula,Chiquimula,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otros robos y hurtos,Contra el patrimonio
33578,2023,Septiembre,15,Viernes,11,06:00 a 11:59,00:00 a 11:59,Rural,Zacapa,Huité,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
33579,2023,Septiembre,15,Viernes,14,12:00 a 17:59,12:00 a 17:59,Rural,Zacapa,Río Hondo,Ignorada,Hombre,28,25-29,25-29,25 - 29,Orden de captura,Otras causas
33580,2023,Septiembre,15,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Tiquisate,Ignorada,Hombre,28,25-29,25-29,25 - 29,Orden de captura,Otras causas
33581,2023,Septiembre,15,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Masagua,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
33582,2023,Septiembre,15,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Guanagazapa,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
33583,2023,Septiembre,15,Viernes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
33584,2023,Septiembre,15,Viernes,4,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,San José,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
33585,2023,Septiembre,15,Viernes,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Tiquisate,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
33586,2023,Septiembre,15,Viernes,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Tiquisate,Ignorada,Hombre,43,40-44,40-44,40 - 44,Orden de captura,Otras causas
33587,2023,Septiembre,15,Viernes,18,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Palín,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
33588,2023,Septiembre,15,Viernes,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Palín,Ignorada,Hombre,26,25-29,25-29,25 - 29,Orden de captura,Otras causas
33589,2023,Septiembre,15,Viernes,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
33590,2023,Septiembre,15,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,San José,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33591,2023,Septiembre,15,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,San José,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
33592,2023,Septiembre,15,Viernes,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,San José,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
33593,2023,Septiembre,15,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Nueva Santa Rosa,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
33594,2023,Septiembre,15,Viernes,18,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Nueva Santa Rosa,Ignorada,Hombre,41,40-44,40-44,40 - 44,Orden de captura,Otras causas
33595,2023,Septiembre,15,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,Suchitepéquez,San Juan Bautista,Ignorada,Hombre,48,45-49,45-49,45 - 49,Otras causas,Otras causas
33596,2023,Septiembre,15,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,Suchitepéquez,Chicacao,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
33597,2023,Septiembre,15,Viernes,10,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,Mazatenango,Ignorada,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
