núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,sexo_per,zona_ocu,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
34342,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jalpatagua,Hombre,Ignorada,45,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34343,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Jutiapa,Hombre,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34344,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Atescatempa,Hombre,Ignorada,40,40-44,40-44,40 - 44,Extorsión a comercios,Extorsión
34345,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Jutiapa,Mujer,Ignorada,37,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34346,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Mujer,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a residencias,Extorsión
34347,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Asunción Mita,Hombre,Ignorada,34,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34348,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jalpatagua,Hombre,Ignorada,51,50-54,50-54,50 - 54,Extorsión a residencias,Extorsión
34349,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Agua Blanca,Hombre,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34350,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Jutiapa,Mujer,Ignorada,47,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34351,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jerez,Hombre,Ignorada,49,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34352,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Yupiltepeque,Hombre,Ignorada,39,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34353,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,El Progreso,Hombre,Ignorada,43,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34354,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Agua Blanca,Hombre,Ignorada,47,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34355,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Comapa,Hombre,Ignorada,33,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34356,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Moyuta,Mujer,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34357,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Mujer,Ignorada,37,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34358,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Hombre,Ignorada,20,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34359,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Comapa,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34360,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Agua Blanca,Mujer,Ignorada,42,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34361,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Atescatempa,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34362,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Moyuta,Mujer,Ignorada,33,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34363,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Moyuta,Hombre,Ignorada,19,15-19,15-19,15 - 19,Extorsión a residencias,Extorsión
34364,2023,Septiembre,31,Jueves,23,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Jerez,Hombre,Ignorada,31,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34365,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,El Progreso,Hombre,Ignorada,42,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34366,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,50,50-54,50-54,50 - 54,Extorsión a residencias,Extorsión
34367,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Asunción Mita,Mujer,Ignorada,39,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34368,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Quesada,Mujer,Ignorada,29,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34369,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Moyuta,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34370,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Santa Catarina Mita,Hombre,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34371,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Pasaco,Mujer,Ignorada,34,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34372,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,60,60 y más,60-64,60 - 64,Extorsión a residencias,Extorsión
34373,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Asunción Mita,Hombre,Ignorada,19,15-19,15-19,15 - 19,Extorsión a residencias,Extorsión
34374,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Asunción Mita,Hombre,Ignorada,29,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34375,2023,Septiembre,31,Jueves,6,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,63,60 y más,60-64,60 - 64,Extorsión a residencias,Extorsión
34376,2023,Septiembre,31,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34377,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Jalpatagua,Hombre,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34378,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Hombre,Ignorada,44,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34379,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jalpatagua,Mujer,Ignorada,35,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34380,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,33,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34381,2023,Septiembre,31,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Quesada,Mujer,Ignorada,60,60 y más,60-64,60 - 64,Extorsión a residencias,Extorsión
34382,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Asunción Mita,Hombre,Ignorada,35,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34383,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,27,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34384,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Quesada,Hombre,Ignorada,20,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34385,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,El Progreso,Mujer,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34386,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Pasaco,Hombre,Ignorada,71,60 y más,70-74,70 - 74,Extorsión a residencias,Extorsión
34387,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Hombre,Ignorada,43,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34388,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Santa Catarina Mita,Hombre,Ignorada,39,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34389,2023,Septiembre,31,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Jutiapa,Mujer,Ignorada,42,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34390,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Pasaco,Hombre,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34391,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Asunción Mita,Hombre,Ignorada,30,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34392,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Jalpatagua,Hombre,Ignorada,50,50-54,50-54,50 - 54,Extorsión a residencias,Extorsión
34393,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Yupiltepeque,Hombre,Ignorada,20,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34394,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Jutiapa,Jutiapa,Mujer,Ignorada,41,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34395,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Moyuta,Hombre,Ignorada,51,50-54,50-54,50 - 54,Extorsión a comercios,Extorsión
34396,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Conguaco,Hombre,Ignorada,35,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34397,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Comapa,Mujer,Ignorada,32,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34398,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Asunción Mita,Hombre,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34399,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Asunción Mita,Mujer,Ignorada,43,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34400,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Moyuta,Mujer,Ignorada,37,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34401,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Rural,Jutiapa,Santa Catarina Mita,Mujer,Ignorada,31,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34402,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Atescatempa,Mujer,Ignorada,21,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34403,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Santa Catarina Mita,Mujer,Ignorada,21,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34404,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Jalpatagua,Hombre,Ignorada,26,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34405,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Quesada,Hombre,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34406,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jalpatagua,Hombre,Ignorada,18,15-19,15-19,15 - 19,Extorsión a residencias,Extorsión
34407,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Jalpatagua,Hombre,Ignorada,19,15-19,15-19,15 - 19,Extorsión a residencias,Extorsión
34408,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Jutiapa,Jutiapa,Hombre,Ignorada,20,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34409,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,La Democracia,Mujer,Ignorada,38,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34410,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Hombre,Ignorada,35,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34411,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Mujer,Ignorada,42,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34412,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,San José,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34413,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Palín,Hombre,Ignorada,34,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34414,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Sipacate,Hombre,Ignorada,25,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34415,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Palín,Hombre,Ignorada,18,15-19,15-19,15 - 19,Extorsión a residencias,Extorsión
34416,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,25,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34417,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,47,45-49,45-49,45 - 49,Extorsión a comercios,Extorsión
34418,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Palín,Hombre,Ignorada,34,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34419,2023,Septiembre,31,Jueves,13,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Mujer,Ignorada,36,35-39,35-39,35 - 39,Extorsión a comercios,Extorsión
34420,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Siquinalá,Mujer,Ignorada,27,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34421,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,40,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34422,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Nueva Concepción,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34423,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,20,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34424,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Mujer,Ignorada,43,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34425,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Mujer,Ignorada,41,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34426,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Patulul,Hombre,Ignorada,21,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34427,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Palín,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34428,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Sipacate,Mujer,Ignorada,35,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34429,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,La Democracia,Hombre,Ignorada,49,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34430,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Nueva Concepción,Mujer,Ignorada,49,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34431,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Nueva Concepción,Hombre,Ignorada,36,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34432,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Palín,Hombre,Ignorada,38,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34433,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,Escuintla,Mujer,Ignorada,44,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34434,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,33,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34435,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,46,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34436,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34437,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,41,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34438,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,38,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34439,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Hombre,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34440,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,La Gomera,Hombre,Ignorada,27,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34441,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Mujer,Ignorada,38,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34442,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,La Gomera,Hombre,Ignorada,32,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34443,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Palín,Hombre,Ignorada,38,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34444,2023,Septiembre,31,Jueves,11,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,Escuintla,Mujer,Ignorada,44,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34445,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,33,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34446,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,46,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34447,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34448,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,41,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34449,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,38,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34450,2023,Septiembre,31,Jueves,19,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Hombre,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34451,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,La Gomera,Hombre,Ignorada,27,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34452,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Mujer,Ignorada,38,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34453,2023,Septiembre,31,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,La Gomera,Hombre,Ignorada,32,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34454,2023,Septiembre,31,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Mujer,Ignorada,65,60 y más,65-69,65 - 69,Extorsión a residencias,Extorsión
34455,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,La Democracia,Hombre,Ignorada,36,35-39,35-39,35 - 39,Extorsión a residencias,Extorsión
34456,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,24,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34457,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,25,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34458,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,43,40-44,40-44,40 - 44,Extorsión a residencias,Extorsión
34459,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Tiquisate,Mujer,Ignorada,30,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34460,2023,Septiembre,31,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Palín,Hombre,Ignorada,28,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34461,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Mujer,Ignorada,29,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34462,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,San José,Mujer,Ignorada,24,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34463,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Mujer,Ignorada,25,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34464,2023,Septiembre,31,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,La Democracia,Mujer,Ignorada,50,50-54,50-54,50 - 54,Extorsión a residencias,Extorsión
34465,2023,Septiembre,31,Jueves,9,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,32,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34466,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,Palín,Mujer,Ignorada,58,55-59,55-59,55 - 59,Extorsión a residencias,Extorsión
34467,2023,Septiembre,31,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Escuintla,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Extorsión a buses urbanos,Extorsión
34468,2023,Septiembre,31,Jueves,14,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Palín,Hombre,Ignorada,27,25-29,25-29,25 - 29,Extorsión a residencias,Extorsión
34469,2023,Septiembre,31,Jueves,15,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Palín,Mujer,Ignorada,66,60 y más,65-69,65 - 69,Extorsión a residencias,Extorsión
34470,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,La Gomera,Hombre,Ignorada,22,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34471,2023,Septiembre,31,Jueves,16,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,La Gomera,Mujer,Ignorada,32,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
34472,2023,Septiembre,31,Jueves,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,12,45,45-49,45-49,45 - 49,Extorsión a residencias,Extorsión
34473,2023,Septiembre,31,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,23,20-24,20-24,20 - 24,Extorsión a residencias,Extorsión
34474,2023,Septiembre,31,Jueves,10,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,32,30-34,30-34,30 - 34,Extorsión a residencias,Extorsión
