nombre,siglas,municipio_pcode,cobertura,descripcion
Cooperativa Integral de Ahorro y Crédito de Esquipulas R.L.,COOP-GT2007-B,GT2007,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Esquipulas.
Asociación de Productores y Comercializadores de Esquipulas,ASO-GT2007-C,GT2007,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Esquipulas.
Cooperativa Integral de Producción Agrícola de Concepción Las Minas R.L.,COOP-GT2008-A,GT2008,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Concepción Las Minas.
Cooperativa Integral de Ahorro y Crédito de Concepción Las Minas R.L.,COOP-GT2008-B,GT2008,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Concepción Las Minas.
Asociación de Productores y Comercializadores de Concepción Las Minas,ASO-GT2008-C,GT2008,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Concepción Las Minas.
Cooperativa Integral de Producción Agrícola de Quezaltepeque R.L.,COOP-GT2009-A,GT2009,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Quezaltepeque.
Cooperativa Integral de Ahorro y Crédito de Quezaltepeque R.L.,COOP-GT2009-B,GT2009,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Quezaltepeque.
Asociación de Productores y Comercializadores de Quezaltepeque,ASO-GT2009-C,GT2009,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Quezaltepeque.
Cooperativa Integral de Producción Agrícola de San Jacinto R.L.,COOP-GT2010-A,GT2010,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Jacinto.
Cooperativa Integral de Ahorro y Crédito de San Jacinto R.L.,COOP-GT2010-B,GT2010,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Jacinto.
Asociación de Productores y Comercializadores de San Jacinto,ASO-GT2010-C,GT2010,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Jacinto.
Cooperativa Integral de Producción Agrícola de Ipala R.L.,COOP-GT2011-A,GT2011,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Ipala.
Cooperativa Integral de Ahorro y Crédito de Ipala R.L.,COOP-GT2011-B,GT2011,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Ipala.
Asociación de Productores y Comercializadores de Ipala,ASO-GT2011-C,GT2011,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Ipala.
Cooperativa Integral de Producción Agrícola de Jalapa R.L.,COOP-GT2101-A,GT2101,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Jalapa.
Cooperativa Integral de Ahorro y Crédito de Jalapa R.L.,COOP-GT2101-B,GT2101,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Jalapa.
Asociación de Productores y Comercializadores de Jalapa,ASO-GT2101-C,GT2101,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Jalapa.
Cooperativa Integral de Producción Agrícola de San Pedro Pinula R.L.,COOP-GT2102-A,GT2102,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Pedro Pinula.
Cooperativa Integral de Ahorro y Crédito de San Pedro Pinula R.L.,COOP-GT2102-B,GT2102,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Pedro Pinula.
Asociación de Productores y Comercializadores de San Pedro Pinula,ASO-GT2102-C,GT2102,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Pedro Pinula.
Cooperativa Integral de Producción Agrícola de San Luis Jilotepeque R.L.,COOP-GT2103-A,GT2103,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Luis Jilotepeque.
Cooperativa Integral de Ahorro y Crédito de San Luis Jilotepeque R.L.,COOP-GT2103-B,GT2103,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Luis Jilotepeque.
Asociación de Productores y Comercializadores de San Luis Jilotepeque,ASO-GT2103-C,GT2103,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Luis Jilotepeque.
Cooperativa Integral de Producción Agrícola de San Manuel Chaparrón R.L.,COOP-GT2104-A,GT2104,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Manuel Chaparrón.
Cooperativa Integral de Ahorro y Crédito de San Manuel Chaparrón R.L.,COOP-GT2104-B,GT2104,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Manuel Chaparrón.
Asociación de Productores y Comercializadores de San Manuel Chaparrón,ASO-GT2104-C,GT2104,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Manuel Chaparrón.
Cooperativa Integral de Producción Agrícola de San Carlos Alzatate R.L.,COOP-GT2105-A,GT2105,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Carlos Alzatate.
Cooperativa Integral de Ahorro y Crédito de San Carlos Alzatate R.L.,COOP-GT2105-B,GT2105,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Carlos Alzatate.
Asociación de Productores y Comercializadores de San Carlos Alzatate,ASO-GT2105-C,GT2105,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Carlos Alzatate.
Cooperativa Integral de Producción Agrícola de Monjas R.L.,COOP-GT2106-A,GT2106,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Monjas.
Cooperativa Integral de Ahorro y Crédito de Monjas R.L.,COOP-GT2106-B,GT2106,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Monjas.
Asociación de Productores y Comercializadores de Monjas,ASO-GT2106-C,GT2106,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Monjas.
Cooperativa Integral de Producción Agrícola de Mataquescuintla R.L.,COOP-GT2107-A,GT2107,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Mataquescuintla.
Cooperativa Integral de Ahorro y Crédito de Mataquescuintla R.L.,COOP-GT2107-B,GT2107,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Mataquescuintla.
Asociación de Productores y Comercializadores de Mataquescuintla,ASO-GT2107-C,GT2107,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Mataquescuintla.
Cooperativa Integral de Producción Agrícola de Jutiapa R.L.,COOP-GT2201-A,GT2201,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Jutiapa.
Cooperativa Integral de Ahorro y Crédito de Jutiapa R.L.,COOP-GT2201-B,GT2201,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Jutiapa.
Asociación de Productores y Comercializadores de Jutiapa,ASO-GT2201-C,GT2201,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Jutiapa.
Cooperativa Integral de Producción Agrícola de El Progreso R.L.,COOP-GT2202-A,GT2202,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de El Progreso.
Cooperativa Integral de Ahorro y Crédito de El Progreso R.L.,COOP-GT2202-B,GT2202,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de El Progreso.
Asociación de Productores y Comercializadores de El Progreso,ASO-GT2202-C,GT2202,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de El Progreso.
Cooperativa Integral de Producción Agrícola de Santa Catarina Mita R.L.,COOP-GT2203-A,GT2203,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Catarina Mita.
Cooperativa Integral de Ahorro y Crédito de Santa Catarina Mita R.L.,COOP-GT2203-B,GT2203,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Catarina Mita.
Asociación de Productores y Comercializadores de Santa Catarina Mita,ASO-GT2203-C,GT2203,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Catarina Mita.
Cooperativa Integral de Producción Agrícola de Agua Blanca R.L.,COOP-GT2204-A,GT2204,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Agua Blanca.
Cooperativa Integral de Ahorro y Crédito de Agua Blanca R.L.,COOP-GT2204-B,GT2204,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Agua Blanca.
Asociación de Productores y Comercializadores de Agua Blanca,ASO-GT2204-C,GT2204,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Agua Blanca.
Cooperativa Integral de Producción Agrícola de Asunción Mita R.L.,COOP-GT2205-A,GT2205,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Asunción Mita.
Cooperativa Integral de Ahorro y Crédito de Asunción Mita R.L.,COOP-GT2205-B,GT2205,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Asunción Mita.
Asociación de Productores y Comercializadores de Asunción Mita,ASO-GT2205-C,GT2205,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Asunción Mita.
Cooperativa Integral de Producción Agrícola de Yupiltepeque R.L.,COOP-GT2206-A,GT2206,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Yupiltepeque.
Cooperativa Integral de Ahorro y Crédito de Yupiltepeque R.L.,COOP-GT2206-B,GT2206,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Yupiltepeque.
Asociación de Productores y Comercializadores de Yupiltepeque,ASO-GT2206-C,GT2206,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Yupiltepeque.
Cooperativa Integral de Producción Agrícola de Atescatempa R.L.,COOP-GT2207-A,GT2207,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Atescatempa.
Cooperativa Integral de Ahorro y Crédito de Atescatempa R.L.,COOP-GT2207-B,GT2207,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Atescatempa.
Asociación de Productores y Comercializadores de Atescatempa,ASO-GT2207-C,GT2207,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Atescatempa.
Cooperativa Integral de Producción Agrícola de Jerez R.L.,COOP-GT2208-A,GT2208,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Jerez.
Cooperativa Integral de Ahorro y Crédito de Jerez R.L.,COOP-GT2208-B,GT2208,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Jerez.
Asociación de Productores y Comercializadores de Jerez,ASO-GT2208-C,GT2208,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Jerez.
Cooperativa Integral de Producción Agrícola de El Adelanto R.L.,COOP-GT2209-A,GT2209,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de El Adelanto.
Cooperativa Integral de Ahorro y Crédito de El Adelanto R.L.,COOP-GT2209-B,GT2209,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de El Adelanto.
Asociación de Productores y Comercializadores de El Adelanto,ASO-GT2209-C,GT2209,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de El Adelanto.
Cooperativa Integral de Producción Agrícola de Zapotitlán R.L.,COOP-GT2210-A,GT2210,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Zapotitlán.
Cooperativa Integral de Ahorro y Crédito de Zapotitlán R.L.,COOP-GT2210-B,GT2210,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Zapotitlán.
Asociación de Productores y Comercializadores de Zapotitlán,ASO-GT2210-C,GT2210,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Zapotitlán.
Cooperativa Integral de Producción Agrícola de Comapa R.L.,COOP-GT2211-A,GT2211,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Comapa.
Cooperativa Integral de Ahorro y Crédito de Comapa R.L.,COOP-GT2211-B,GT2211,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Comapa.
Asociación de Productores y Comercializadores de Comapa,ASO-GT2211-C,GT2211,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Comapa.
Cooperativa Integral de Producción Agrícola de Jalpatagua R.L.,COOP-GT2212-A,GT2212,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Jalpatagua.
Cooperativa Integral de Ahorro y Crédito de Jalpatagua R.L.,COOP-GT2212-B,GT2212,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Jalpatagua.
Asociación de Productores y Comercializadores de Jalpatagua,ASO-GT2212-C,GT2212,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Jalpatagua.
Cooperativa Integral de Producción Agrícola de Conguaco R.L.,COOP-GT2213-A,GT2213,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Conguaco.
