nombre,ente_certificador,descripcion
Certificación Orgánica y de Origen - Reg COOP-GT2001-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Chiquimula R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2001-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Chiquimula.
Certificación Orgánica y de Origen - Reg COOP-GT2002-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San José La Arada R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2002-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San José La Arada R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2002-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San José La Arada.
Certificación Orgánica y de Origen - Reg COOP-GT2003-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Juan Ermita R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2003-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Juan Ermita R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2003-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Juan Ermita.
Certificación Orgánica y de Origen - Reg COOP-GT2004-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Jocotán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2004-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Jocotán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2004-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Jocotán.
Certificación Orgánica y de Origen - Reg COOP-GT2005-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Camotán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2005-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Camotán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2005-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Camotán.
Certificación Orgánica y de Origen - Reg COOP-GT2006-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Olopa R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2006-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Olopa R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2006-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Olopa.
Certificación Orgánica y de Origen - Reg COOP-GT2007-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Esquipulas R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2007-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Esquipulas R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2007-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Esquipulas.
Certificación Orgánica y de Origen - Reg COOP-GT2008-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Concepción Las Minas R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2008-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Concepción Las Minas R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2008-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Concepción Las Minas.
Certificación Orgánica y de Origen - Reg COOP-GT2009-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Quezaltepeque R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2009-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Quezaltepeque R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2009-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Quezaltepeque.
Certificación Orgánica y de Origen - Reg COOP-GT2010-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Jacinto R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2010-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Jacinto R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2010-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Jacinto.
Certificación Orgánica y de Origen - Reg COOP-GT2011-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Ipala R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2011-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Ipala R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2011-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Ipala.
Certificación Orgánica y de Origen - Reg COOP-GT2101-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Jalapa R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2101-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Jalapa R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2101-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Jalapa.
Certificación Orgánica y de Origen - Reg COOP-GT2102-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Pedro Pinula R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2102-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Pedro Pinula R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2102-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Pedro Pinula.
Certificación Orgánica y de Origen - Reg COOP-GT2103-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Luis Jilotepeque R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2103-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Luis Jilotepeque R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2103-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Luis Jilotepeque.
Certificación Orgánica y de Origen - Reg COOP-GT2104-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Manuel Chaparrón R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2104-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Manuel Chaparrón R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2104-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Manuel Chaparrón.
Certificación Orgánica y de Origen - Reg COOP-GT2105-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Carlos Alzatate R.L..
Certificación Orgánica y de Origen - Reg COOP-GT2105-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Carlos Alzatate R.L..
Certificación Orgánica y de Origen - Reg ASO-GT2105-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Carlos Alzatate.
Certificación Orgánica y de Origen - Reg COOP-GT2106-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Monjas R.L..
