municipio_pcode,actividad_nombre,cooperativa_nombre,es_principal,volumen_estimado,cantidad_productores_est,empleo_generado_est,ciclo_cosecha_meses,destino_principal
GT1802,Cultivo de Cacao en Lívingston,Asociación de Productores y Comercializadores de Lívingston,true,Alto,1272,4341,Diario,Exportación
GT1803,Cultivo de Maíz en El Estor,Cooperativa Integral de Producción Agrícola de El Estor R.L.,false,Medio,434,338,Mayo-Noviembre,Autoconsumo
GT1803,Cultivo de Frijol en El Estor,,false,Bajo,539,252,Mayo-Septiembre,Autoconsumo
GT1803,Cultivo de Cardamomo en El Estor,Asociación de Productores y Comercializadores de El Estor,true,Medio,524,2706,Diario,Mercado Nacional
GT1803,Cultivo de Café en El Estor,Cooperativa Integral de Producción Agrícola de El Estor R.L.,true,Medio,1495,2260,Noviembre-Marzo,Mercado Nacional
GT1803,Cultivo de Cacao en El Estor,Asociación de Productores y Comercializadores de El Estor,true,Medio,354,3444,Diario,Mercado Nacional
GT1804,Cultivo de Maíz en Morales,Cooperativa Integral de Producción Agrícola de Morales R.L.,false,Medio,1371,285,Mayo-Noviembre,Autoconsumo
GT1804,Cultivo de Frijol en Morales,,false,Bajo,792,227,Mayo-Septiembre,Autoconsumo
GT1804,Cultivo de Cardamomo en Morales,Asociación de Productores y Comercializadores de Morales,true,Alto,766,3954,Diario,Autoconsumo
GT1804,Cultivo de Café en Morales,Cooperativa Integral de Producción Agrícola de Morales R.L.,true,Alto,405,3390,Noviembre-Marzo,Autoconsumo
GT1804,Cultivo de Cacao en Morales,Asociación de Productores y Comercializadores de Morales,true,Alto,1283,1698,Diario,Autoconsumo
GT1805,Cultivo de Maíz en Los Amates,Cooperativa Integral de Producción Agrícola de Los Amates R.L.,false,Medio,1473,472,Mayo-Noviembre,Autoconsumo
GT1805,Cultivo de Frijol en Los Amates,,false,Bajo,589,117,Mayo-Septiembre,Autoconsumo
GT1805,Cultivo de Cardamomo en Los Amates,Asociación de Productores y Comercializadores de Los Amates,true,Medio,796,1129,Diario,Mixto
GT1805,Cultivo de Café en Los Amates,Cooperativa Integral de Producción Agrícola de Los Amates R.L.,true,Medio,1472,4883,Noviembre-Marzo,Mixto
GT1805,Cultivo de Cacao en Los Amates,Asociación de Productores y Comercializadores de Los Amates,true,Medio,525,1781,Diario,Mixto
GT1901,Cultivo de Maíz en Zacapa,Cooperativa Integral de Producción Agrícola de Zacapa R.L.,false,Medio,438,375,Mayo-Noviembre,Autoconsumo
GT1901,Cultivo de Frijol en Zacapa,,false,Bajo,521,187,Mayo-Septiembre,Autoconsumo
GT1901,Producción Ganadera en Zacapa,Asociación de Productores y Comercializadores de Zacapa,true,Alto,610,2691,Diario,Exportación
GT1902,Cultivo de Maíz en Estanzuela,Cooperativa Integral de Producción Agrícola de Estanzuela R.L.,false,Medio,817,360,Mayo-Noviembre,Autoconsumo
GT1902,Cultivo de Frijol en Estanzuela,,false,Bajo,713,278,Mayo-Septiembre,Autoconsumo
GT1902,Producción Ganadera en Estanzuela,Asociación de Productores y Comercializadores de Estanzuela,true,Medio,1265,4575,Diario,Mercado Nacional
GT1903,Cultivo de Maíz en Río Hondo,Cooperativa Integral de Producción Agrícola de Río Hondo R.L.,false,Medio,527,511,Mayo-Noviembre,Autoconsumo
GT1903,Cultivo de Frijol en Río Hondo,,false,Bajo,341,212,Mayo-Septiembre,Autoconsumo
GT1903,Producción Ganadera en Río Hondo,Asociación de Productores y Comercializadores de Río Hondo,true,Alto,724,3297,Diario,Autoconsumo
GT1904,Cultivo de Maíz en Gualán,Cooperativa Integral de Producción Agrícola de Gualán R.L.,false,Medio,1065,489,Mayo-Noviembre,Autoconsumo
GT1904,Cultivo de Frijol en Gualán,,false,Bajo,689,214,Mayo-Septiembre,Autoconsumo
GT1904,Producción Ganadera en Gualán,Asociación de Productores y Comercializadores de Gualán,true,Medio,1071,2285,Diario,Mixto
GT1905,Cultivo de Maíz en Teculután,Cooperativa Integral de Producción Agrícola de Teculután R.L.,false,Medio,754,385,Mayo-Noviembre,Autoconsumo
GT1905,Cultivo de Frijol en Teculután,,false,Bajo,745,167,Mayo-Septiembre,Autoconsumo
GT1905,Producción Ganadera en Teculután,Asociación de Productores y Comercializadores de Teculután,true,Alto,1418,2451,Diario,Exportación
GT1906,Cultivo de Maíz en Usumatlán,Cooperativa Integral de Producción Agrícola de Usumatlán R.L.,false,Medio,941,462,Mayo-Noviembre,Autoconsumo
GT1906,Cultivo de Frijol en Usumatlán,,false,Bajo,695,129,Mayo-Septiembre,Autoconsumo
GT1906,Producción Ganadera en Usumatlán,Asociación de Productores y Comercializadores de Usumatlán,true,Medio,804,2142,Diario,Mercado Nacional
GT1907,Cultivo de Maíz en Cabañas,Cooperativa Integral de Producción Agrícola de Cabañas R.L.,false,Medio,1011,265,Mayo-Noviembre,Autoconsumo
GT1907,Cultivo de Frijol en Cabañas,,false,Bajo,504,277,Mayo-Septiembre,Autoconsumo
GT1907,Producción Ganadera en Cabañas,Asociación de Productores y Comercializadores de Cabañas,true,Alto,891,3887,Diario,Autoconsumo
GT1908,Cultivo de Maíz en San Diego,Cooperativa Integral de Producción Agrícola de San Diego R.L.,false,Medio,824,503,Mayo-Noviembre,Autoconsumo
GT1908,Cultivo de Frijol en San Diego,,false,Bajo,700,161,Mayo-Septiembre,Autoconsumo
GT1908,Producción Ganadera en San Diego,Asociación de Productores y Comercializadores de San Diego,true,Medio,1282,2428,Diario,Mixto
GT1909,Cultivo de Maíz en La Unión,Cooperativa Integral de Producción Agrícola de La Unión R.L.,false,Medio,960,297,Mayo-Noviembre,Autoconsumo
GT1909,Cultivo de Frijol en La Unión,,false,Bajo,324,226,Mayo-Septiembre,Autoconsumo
GT1909,Producción Ganadera en La Unión,Asociación de Productores y Comercializadores de La Unión,true,Alto,1412,2555,Diario,Exportación
GT1910,Cultivo de Maíz en Huité,Cooperativa Integral de Producción Agrícola de Huité R.L.,false,Medio,1208,569,Mayo-Noviembre,Autoconsumo
GT1910,Cultivo de Frijol en Huité,,false,Bajo,553,277,Mayo-Septiembre,Autoconsumo
GT1910,Producción Ganadera en Huité,Asociación de Productores y Comercializadores de Huité,true,Medio,599,2189,Diario,Mercado Nacional
GT1911,Cultivo de Maíz en San Jorge,Cooperativa Integral de Producción Agrícola de San Jorge R.L.,false,Medio,486,297,Mayo-Noviembre,Autoconsumo
GT1911,Cultivo de Frijol en San Jorge,,false,Bajo,280,168,Mayo-Septiembre,Autoconsumo
GT1911,Producción Ganadera en San Jorge,Asociación de Productores y Comercializadores de San Jorge,true,Alto,1205,3686,Diario,Autoconsumo
GT2001,Cultivo de Maíz en Chiquimula,Cooperativa Integral de Producción Agrícola de Chiquimula R.L.,false,Medio,925,532,Mayo-Noviembre,Autoconsumo
GT2001,Cultivo de Frijol en Chiquimula,,false,Bajo,690,134,Mayo-Septiembre,Autoconsumo
GT2001,Producción Ganadera en Chiquimula,Asociación de Productores y Comercializadores de Chiquimula,true,Medio,713,4391,Diario,Mixto
GT2002,Cultivo de Maíz en San José La Arada,Cooperativa Integral de Producción Agrícola de San José La Arada R.L.,false,Medio,955,437,Mayo-Noviembre,Autoconsumo
GT2002,Cultivo de Frijol en San José La Arada,,false,Bajo,478,115,Mayo-Septiembre,Autoconsumo
GT2002,Producción Ganadera en San José La Arada,Asociación de Productores y Comercializadores de San José La Arada,true,Alto,523,3521,Diario,Exportación
GT2003,Cultivo de Maíz en San Juan Ermita,Cooperativa Integral de Producción Agrícola de San Juan Ermita R.L.,false,Medio,890,274,Mayo-Noviembre,Autoconsumo
GT2003,Cultivo de Frijol en San Juan Ermita,,false,Bajo,251,251,Mayo-Septiembre,Autoconsumo
GT2003,Producción Ganadera en San Juan Ermita,Asociación de Productores y Comercializadores de San Juan Ermita,true,Medio,1387,1924,Diario,Mercado Nacional
GT2004,Cultivo de Maíz en Jocotán,Cooperativa Integral de Producción Agrícola de Jocotán R.L.,false,Medio,876,176,Mayo-Noviembre,Autoconsumo
GT2004,Cultivo de Frijol en Jocotán,,false,Bajo,302,185,Mayo-Septiembre,Autoconsumo
GT2004,Producción Ganadera en Jocotán,Asociación de Productores y Comercializadores de Jocotán,true,Alto,976,3938,Diario,Autoconsumo
GT2005,Cultivo de Maíz en Camotán,Cooperativa Integral de Producción Agrícola de Camotán R.L.,false,Medio,1367,201,Mayo-Noviembre,Autoconsumo
GT2005,Cultivo de Frijol en Camotán,,false,Bajo,340,81,Mayo-Septiembre,Autoconsumo
GT2005,Producción Ganadera en Camotán,Asociación de Productores y Comercializadores de Camotán,true,Medio,1427,4805,Diario,Mixto
GT2006,Cultivo de Maíz en Olopa,Cooperativa Integral de Producción Agrícola de Olopa R.L.,false,Medio,723,358,Mayo-Noviembre,Autoconsumo
GT2006,Cultivo de Frijol en Olopa,,false,Bajo,687,202,Mayo-Septiembre,Autoconsumo
GT2006,Producción Ganadera en Olopa,Asociación de Productores y Comercializadores de Olopa,true,Alto,708,4096,Diario,Exportación
GT2007,Cultivo de Maíz en Esquipulas,Cooperativa Integral de Producción Agrícola de Esquipulas R.L.,false,Medio,988,314,Mayo-Noviembre,Autoconsumo
GT2007,Cultivo de Frijol en Esquipulas,,false,Bajo,492,245,Mayo-Septiembre,Autoconsumo
GT2007,Producción Ganadera en Esquipulas,Asociación de Productores y Comercializadores de Esquipulas,true,Medio,421,4718,Diario,Mercado Nacional
GT2008,Cultivo de Maíz en Concepción Las Minas,Cooperativa Integral de Producción Agrícola de Concepción Las Minas R.L.,false,Medio,583,483,Mayo-Noviembre,Autoconsumo
GT2008,Cultivo de Frijol en Concepción Las Minas,,false,Bajo,787,139,Mayo-Septiembre,Autoconsumo
GT2008,Producción Ganadera en Concepción Las Minas,Asociación de Productores y Comercializadores de Concepción Las Minas,true,Alto,1395,4025,Diario,Autoconsumo
GT2009,Cultivo de Maíz en Quezaltepeque,Cooperativa Integral de Producción Agrícola de Quezaltepeque R.L.,false,Medio,476,239,Mayo-Noviembre,Autoconsumo
GT2009,Cultivo de Frijol en Quezaltepeque,,false,Bajo,627,294,Mayo-Septiembre,Autoconsumo
GT2009,Producción Ganadera en Quezaltepeque,Asociación de Productores y Comercializadores de Quezaltepeque,true,Medio,660,4825,Diario,Mixto
GT2010,Cultivo de Maíz en San Jacinto,Cooperativa Integral de Producción Agrícola de San Jacinto R.L.,false,Medio,474,578,Mayo-Noviembre,Autoconsumo
GT2010,Cultivo de Frijol en San Jacinto,,false,Bajo,606,281,Mayo-Septiembre,Autoconsumo
GT2010,Producción Ganadera en San Jacinto,Asociación de Productores y Comercializadores de San Jacinto,true,Alto,1314,1763,Diario,Exportación
GT2011,Cultivo de Maíz en Ipala,Cooperativa Integral de Producción Agrícola de Ipala R.L.,false,Medio,992,598,Mayo-Noviembre,Autoconsumo
GT2011,Cultivo de Frijol en Ipala,,false,Bajo,238,82,Mayo-Septiembre,Autoconsumo
GT2011,Producción Ganadera en Ipala,Asociación de Productores y Comercializadores de Ipala,true,Medio,911,3326,Diario,Mercado Nacional
GT2101,Cultivo de Maíz en Jalapa,Cooperativa Integral de Producción Agrícola de Jalapa R.L.,false,Medio,619,321,Mayo-Noviembre,Autoconsumo
GT2101,Cultivo de Frijol en Jalapa,,false,Bajo,491,196,Mayo-Septiembre,Autoconsumo
GT2101,Producción Ganadera en Jalapa,Asociación de Productores y Comercializadores de Jalapa,true,Alto,1412,3147,Diario,Autoconsumo
GT2102,Cultivo de Maíz en San Pedro Pinula,Cooperativa Integral de Producción Agrícola de San Pedro Pinula R.L.,false,Medio,1411,218,Mayo-Noviembre,Autoconsumo
GT2102,Cultivo de Frijol en San Pedro Pinula,,false,Bajo,716,199,Mayo-Septiembre,Autoconsumo
GT2102,Producción Ganadera en San Pedro Pinula,Asociación de Productores y Comercializadores de San Pedro Pinula,true,Medio,858,1789,Diario,Mixto
GT2103,Cultivo de Maíz en San Luis Jilotepeque,Cooperativa Integral de Producción Agrícola de San Luis Jilotepeque R.L.,false,Medio,630,319,Mayo-Noviembre,Autoconsumo
GT2103,Cultivo de Frijol en San Luis Jilotepeque,,false,Bajo,366,267,Mayo-Septiembre,Autoconsumo
GT2103,Producción Ganadera en San Luis Jilotepeque,Asociación de Productores y Comercializadores de San Luis Jilotepeque,true,Alto,1239,3655,Diario,Exportación
GT2104,Cultivo de Maíz en San Manuel Chaparrón,Cooperativa Integral de Producción Agrícola de San Manuel Chaparrón R.L.,false,Medio,926,517,Mayo-Noviembre,Autoconsumo
GT2104,Cultivo de Frijol en San Manuel Chaparrón,,false,Bajo,390,83,Mayo-Septiembre,Autoconsumo
GT2104,Producción Ganadera en San Manuel Chaparrón,Asociación de Productores y Comercializadores de San Manuel Chaparrón,true,Medio,990,4238,Diario,Mercado Nacional
GT2105,Cultivo de Maíz en San Carlos Alzatate,Cooperativa Integral de Producción Agrícola de San Carlos Alzatate R.L.,false,Medio,1004,440,Mayo-Noviembre,Autoconsumo
GT2105,Cultivo de Frijol en San Carlos Alzatate,,false,Bajo,397,124,Mayo-Septiembre,Autoconsumo
GT2105,Producción Ganadera en San Carlos Alzatate,Asociación de Productores y Comercializadores de San Carlos Alzatate,true,Alto,1130,4387,Diario,Autoconsumo
GT2106,Cultivo de Maíz en Monjas,Cooperativa Integral de Producción Agrícola de Monjas R.L.,false,Medio,1275,413,Mayo-Noviembre,Autoconsumo
GT2106,Cultivo de Frijol en Monjas,,false,Bajo,535,102,Mayo-Septiembre,Autoconsumo
GT2106,Producción Ganadera en Monjas,Asociación de Productores y Comercializadores de Monjas,true,Medio,1120,3741,Diario,Mixto
GT2107,Cultivo de Maíz en Mataquescuintla,Cooperativa Integral de Producción Agrícola de Mataquescuintla R.L.,false,Medio,595,244,Mayo-Noviembre,Autoconsumo
GT2107,Cultivo de Frijol en Mataquescuintla,,false,Bajo,343,202,Mayo-Septiembre,Autoconsumo
GT2107,Producción Ganadera en Mataquescuintla,Asociación de Productores y Comercializadores de Mataquescuintla,true,Alto,962,4833,Diario,Exportación
GT2201,Cultivo de Maíz en Jutiapa,Cooperativa Integral de Producción Agrícola de Jutiapa R.L.,false,Medio,908,153,Mayo-Noviembre,Autoconsumo
GT2201,Cultivo de Frijol en Jutiapa,,false,Bajo,467,178,Mayo-Septiembre,Autoconsumo
GT2201,Producción Ganadera en Jutiapa,Asociación de Productores y Comercializadores de Jutiapa,true,Medio,782,2829,Diario,Mercado Nacional
GT2202,Cultivo de Maíz en El Progreso,Cooperativa Integral de Producción Agrícola de El Progreso R.L.,false,Medio,946,318,Mayo-Noviembre,Autoconsumo
GT2202,Cultivo de Frijol en El Progreso,,false,Bajo,509,229,Mayo-Septiembre,Autoconsumo
GT2202,Producción Ganadera en El Progreso,Asociación de Productores y Comercializadores de El Progreso,true,Alto,1473,1046,Diario,Autoconsumo
GT2203,Cultivo de Maíz en Santa Catarina Mita,Cooperativa Integral de Producción Agrícola de Santa Catarina Mita R.L.,false,Medio,935,484,Mayo-Noviembre,Autoconsumo
GT2203,Cultivo de Frijol en Santa Catarina Mita,,false,Bajo,568,257,Mayo-Septiembre,Autoconsumo
GT2203,Producción Ganadera en Santa Catarina Mita,Asociación de Productores y Comercializadores de Santa Catarina Mita,true,Medio,783,1254,Diario,Mixto
GT2204,Cultivo de Maíz en Agua Blanca,Cooperativa Integral de Producción Agrícola de Agua Blanca R.L.,false,Medio,642,388,Mayo-Noviembre,Autoconsumo
GT2204,Cultivo de Frijol en Agua Blanca,,false,Bajo,514,120,Mayo-Septiembre,Autoconsumo
GT2204,Producción Ganadera en Agua Blanca,Asociación de Productores y Comercializadores de Agua Blanca,true,Alto,1130,3810,Diario,Exportación
GT2205,Cultivo de Maíz en Asunción Mita,Cooperativa Integral de Producción Agrícola de Asunción Mita R.L.,false,Medio,1429,510,Mayo-Noviembre,Autoconsumo
GT2205,Cultivo de Frijol en Asunción Mita,,false,Bajo,518,256,Mayo-Septiembre,Autoconsumo
GT2205,Producción Ganadera en Asunción Mita,Asociación de Productores y Comercializadores de Asunción Mita,true,Medio,540,3616,Diario,Mercado Nacional
GT2206,Cultivo de Maíz en Yupiltepeque,Cooperativa Integral de Producción Agrícola de Yupiltepeque R.L.,false,Medio,1004,338,Mayo-Noviembre,Autoconsumo
GT2206,Cultivo de Frijol en Yupiltepeque,,false,Bajo,426,136,Mayo-Septiembre,Autoconsumo
GT2206,Producción Ganadera en Yupiltepeque,Asociación de Productores y Comercializadores de Yupiltepeque,true,Alto,573,2958,Diario,Autoconsumo
GT2207,Cultivo de Maíz en Atescatempa,Cooperativa Integral de Producción Agrícola de Atescatempa R.L.,false,Medio,713,382,Mayo-Noviembre,Autoconsumo
GT2207,Cultivo de Frijol en Atescatempa,,false,Bajo,582,186,Mayo-Septiembre,Autoconsumo
GT2207,Producción Ganadera en Atescatempa,Asociación de Productores y Comercializadores de Atescatempa,true,Medio,1424,4738,Diario,Mixto
GT2208,Cultivo de Maíz en Jerez,Cooperativa Integral de Producción Agrícola de Jerez R.L.,false,Medio,1364,537,Mayo-Noviembre,Autoconsumo
GT2208,Cultivo de Frijol en Jerez,,false,Bajo,750,285,Mayo-Septiembre,Autoconsumo
GT2208,Producción Ganadera en Jerez,Asociación de Productores y Comercializadores de Jerez,true,Alto,747,4120,Diario,Exportación
GT2209,Cultivo de Maíz en El Adelanto,Cooperativa Integral de Producción Agrícola de El Adelanto R.L.,false,Medio,906,498,Mayo-Noviembre,Autoconsumo
GT2209,Cultivo de Frijol en El Adelanto,,false,Bajo,283,214,Mayo-Septiembre,Autoconsumo
GT2209,Producción Ganadera en El Adelanto,Asociación de Productores y Comercializadores de El Adelanto,true,Medio,1214,3163,Diario,Mercado Nacional
GT2210,Cultivo de Maíz en Zapotitlán,Cooperativa Integral de Producción Agrícola de Zapotitlán R.L.,false,Medio,1140,189,Mayo-Noviembre,Autoconsumo
GT2210,Cultivo de Frijol en Zapotitlán,,false,Bajo,777,108,Mayo-Septiembre,Autoconsumo
GT2210,Producción Ganadera en Zapotitlán,Asociación de Productores y Comercializadores de Zapotitlán,true,Alto,426,4394,Diario,Autoconsumo
GT2211,Cultivo de Maíz en Comapa,Cooperativa Integral de Producción Agrícola de Comapa R.L.,false,Medio,1435,253,Mayo-Noviembre,Autoconsumo
GT2211,Cultivo de Frijol en Comapa,,false,Bajo,786,217,Mayo-Septiembre,Autoconsumo
GT2211,Producción Ganadera en Comapa,Asociación de Productores y Comercializadores de Comapa,true,Medio,606,1673,Diario,Mixto
GT2212,Cultivo de Maíz en Jalpatagua,Cooperativa Integral de Producción Agrícola de Jalpatagua R.L.,false,Medio,1071,587,Mayo-Noviembre,Autoconsumo
GT2212,Cultivo de Frijol en Jalpatagua,,false,Bajo,732,193,Mayo-Septiembre,Autoconsumo
GT2212,Producción Ganadera en Jalpatagua,Asociación de Productores y Comercializadores de Jalpatagua,true,Alto,538,3786,Diario,Exportación
GT2213,Cultivo de Maíz en Conguaco,Cooperativa Integral de Producción Agrícola de Conguaco R.L.,false,Medio,820,517,Mayo-Noviembre,Autoconsumo
GT2213,Cultivo de Frijol en Conguaco,,false,Bajo,797,205,Mayo-Septiembre,Autoconsumo
GT2213,Producción Ganadera en Conguaco,Asociación de Productores y Comercializadores de Conguaco,true,Medio,486,4681,Diario,Mercado Nacional
