nombre,categoria,descripcion
Cultivo de Maíz en Río Hondo,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Río Hondo, departamento de Zacapa."
Cultivo de Frijol en Río Hondo,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Río Hondo, departamento de Zacapa."
Producción Ganadera en Río Hondo,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Río Hondo, Zacapa."
Cultivo de Maíz en Gualán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Gualán, departamento de Zacapa."
Cultivo de Frijol en Gualán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Gualán, departamento de Zacapa."
Producción Ganadera en Gualán,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Gualán, Zacapa."
Cultivo de Maíz en Teculután,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Teculután, departamento de Zacapa."
Cultivo de Frijol en Teculután,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Teculután, departamento de Zacapa."
Producción Ganadera en Teculután,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Teculután, Zacapa."
Cultivo de Maíz en Usumatlán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Usumatlán, departamento de Zacapa."
Cultivo de Frijol en Usumatlán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Usumatlán, departamento de Zacapa."
Producción Ganadera en Usumatlán,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Usumatlán, Zacapa."
Cultivo de Maíz en Cabañas,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Cabañas, departamento de Zacapa."
Cultivo de Frijol en Cabañas,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Cabañas, departamento de Zacapa."
Producción Ganadera en Cabañas,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Cabañas, Zacapa."
Cultivo de Maíz en San Diego,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Diego, departamento de Zacapa."
Cultivo de Frijol en San Diego,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Diego, departamento de Zacapa."
Producción Ganadera en San Diego,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Diego, Zacapa."
Cultivo de Maíz en La Unión,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de La Unión, departamento de Zacapa."
Cultivo de Frijol en La Unión,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de La Unión, departamento de Zacapa."
Producción Ganadera en La Unión,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de La Unión, Zacapa."
Cultivo de Maíz en Huité,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Huité, departamento de Zacapa."
Cultivo de Frijol en Huité,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Huité, departamento de Zacapa."
Producción Ganadera en Huité,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Huité, Zacapa."
Cultivo de Maíz en San Jorge,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Jorge, departamento de Zacapa."
Cultivo de Frijol en San Jorge,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Jorge, departamento de Zacapa."
Producción Ganadera en San Jorge,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Jorge, Zacapa."
Cultivo de Maíz en Chiquimula,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Chiquimula, departamento de Chiquimula."
Cultivo de Frijol en Chiquimula,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Chiquimula, departamento de Chiquimula."
Producción Ganadera en Chiquimula,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Chiquimula, Chiquimula."
Cultivo de Maíz en San José La Arada,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San José La Arada, departamento de Chiquimula."
Cultivo de Frijol en San José La Arada,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San José La Arada, departamento de Chiquimula."
Producción Ganadera en San José La Arada,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San José La Arada, Chiquimula."
Cultivo de Maíz en San Juan Ermita,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Juan Ermita, departamento de Chiquimula."
Cultivo de Frijol en San Juan Ermita,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Juan Ermita, departamento de Chiquimula."
Producción Ganadera en San Juan Ermita,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Juan Ermita, Chiquimula."
Cultivo de Maíz en Jocotán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Jocotán, departamento de Chiquimula."
Cultivo de Frijol en Jocotán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Jocotán, departamento de Chiquimula."
Producción Ganadera en Jocotán,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Jocotán, Chiquimula."
Cultivo de Maíz en Camotán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Camotán, departamento de Chiquimula."
Cultivo de Frijol en Camotán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Camotán, departamento de Chiquimula."
Producción Ganadera en Camotán,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Camotán, Chiquimula."
Cultivo de Maíz en Olopa,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Olopa, departamento de Chiquimula."
Cultivo de Frijol en Olopa,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Olopa, departamento de Chiquimula."
Producción Ganadera en Olopa,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Olopa, Chiquimula."
Cultivo de Maíz en Esquipulas,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Esquipulas, departamento de Chiquimula."
Cultivo de Frijol en Esquipulas,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Esquipulas, departamento de Chiquimula."
Producción Ganadera en Esquipulas,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Esquipulas, Chiquimula."
Cultivo de Maíz en Concepción Las Minas,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Concepción Las Minas, departamento de Chiquimula."
Cultivo de Frijol en Concepción Las Minas,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Concepción Las Minas, departamento de Chiquimula."
Producción Ganadera en Concepción Las Minas,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Concepción Las Minas, Chiquimula."
Cultivo de Maíz en Quezaltepeque,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Quezaltepeque, departamento de Chiquimula."
Cultivo de Frijol en Quezaltepeque,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Quezaltepeque, departamento de Chiquimula."
Producción Ganadera en Quezaltepeque,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Quezaltepeque, Chiquimula."
Cultivo de Maíz en San Jacinto,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Jacinto, departamento de Chiquimula."
Cultivo de Frijol en San Jacinto,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Jacinto, departamento de Chiquimula."
Producción Ganadera en San Jacinto,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Jacinto, Chiquimula."
Cultivo de Maíz en Ipala,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Ipala, departamento de Chiquimula."
Cultivo de Frijol en Ipala,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Ipala, departamento de Chiquimula."
Producción Ganadera en Ipala,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Ipala, Chiquimula."
Cultivo de Maíz en Jalapa,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Jalapa, departamento de Jalapa."
Cultivo de Frijol en Jalapa,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Jalapa, departamento de Jalapa."
Producción Ganadera en Jalapa,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Jalapa, Jalapa."
Cultivo de Maíz en San Pedro Pinula,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Pedro Pinula, departamento de Jalapa."
Cultivo de Frijol en San Pedro Pinula,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Pedro Pinula, departamento de Jalapa."
Producción Ganadera en San Pedro Pinula,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Pedro Pinula, Jalapa."
Cultivo de Maíz en San Luis Jilotepeque,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Luis Jilotepeque, departamento de Jalapa."
Cultivo de Frijol en San Luis Jilotepeque,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Luis Jilotepeque, departamento de Jalapa."
Producción Ganadera en San Luis Jilotepeque,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Luis Jilotepeque, Jalapa."
Cultivo de Maíz en San Manuel Chaparrón,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Manuel Chaparrón, departamento de Jalapa."
Cultivo de Frijol en San Manuel Chaparrón,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Manuel Chaparrón, departamento de Jalapa."
Producción Ganadera en San Manuel Chaparrón,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Manuel Chaparrón, Jalapa."
Cultivo de Maíz en San Carlos Alzatate,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Carlos Alzatate, departamento de Jalapa."
Cultivo de Frijol en San Carlos Alzatate,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Carlos Alzatate, departamento de Jalapa."
Producción Ganadera en San Carlos Alzatate,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de San Carlos Alzatate, Jalapa."
Cultivo de Maíz en Monjas,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Monjas, departamento de Jalapa."
Cultivo de Frijol en Monjas,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Monjas, departamento de Jalapa."
Producción Ganadera en Monjas,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Monjas, Jalapa."
Cultivo de Maíz en Mataquescuintla,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Mataquescuintla, departamento de Jalapa."
Cultivo de Frijol en Mataquescuintla,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Mataquescuintla, departamento de Jalapa."
Producción Ganadera en Mataquescuintla,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Mataquescuintla, Jalapa."
Cultivo de Maíz en Jutiapa,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Jutiapa, departamento de Jutiapa."
Cultivo de Frijol en Jutiapa,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Jutiapa, departamento de Jutiapa."
Producción Ganadera en Jutiapa,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de Jutiapa, Jutiapa."
Cultivo de Maíz en El Progreso,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de El Progreso, departamento de Jutiapa."
Cultivo de Frijol en El Progreso,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de El Progreso, departamento de Jutiapa."
Producción Ganadera en El Progreso,Pecuaria,"Crianza y engorde de ganado vacuno en las llanuras secas de El Progreso, Jutiapa."
Cultivo de Maíz en Santa Catarina Mita,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santa Catarina Mita, departamento de Jutiapa."
Cultivo de Frijol en Santa Catarina Mita,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santa Catarina Mita, departamento de Jutiapa."
